dictionary,country,year,dimension,source,count
protesters,spain,2021,participatory,freedomhouse_freedom-world,1
demonstrations,spain,2021,participatory,freedomhouse_freedom-world,1
social media,spain,2021,media,freedomhouse_freedom-world,3
news,spain,2021,media,freedomhouse_freedom-world,1
website,spain,2021,media,freedomhouse_freedom-world,1
defamation,spain,2021,media,freedomhouse_freedom-world,1
muslims,spain,2021,liberal_rights,freedomhouse_freedom-world,1
protestants,spain,2021,participatory,freedomhouse_freedom-world,1
freedom of expression,spain,2021,participatory,freedomhouse_freedom-world,1
freedom of assembly,spain,2021,participatory,freedomhouse_freedom-world,2
participating,spain,2021,participatory,freedomhouse_freedom-world,1
protests,spain,2021,participatory,freedomhouse_freedom-world,4
participants,spain,2021,participatory,freedomhouse_freedom-world,1
human rights,spain,2021,liberal_rights,freedomhouse_freedom-world,4
protested,spain,2021,participatory,freedomhouse_freedom-world,1
demonstrating,spain,2021,participatory,freedomhouse_freedom-world,1
unions,spain,2021,participatory,freedomhouse_freedom-world,1
strikes,spain,2021,participatory,freedomhouse_freedom-world,2
protest,spain,2021,participatory,freedomhouse_freedom-world,1
judiciary,spain,2021,liberal_institution,freedomhouse_freedom-world,2
independent judiciary,spain,2021,liberal_institution,freedomhouse_freedom-world,1
judges,spain,2021,liberal_institution,freedomhouse_freedom-world,3
the opposition,spain,2021,electoral,freedomhouse_freedom-world,1
elect,spain,2021,electoral,freedomhouse_freedom-world,1
arbitrary arrest,spain,2021,liberal_institution,freedomhouse_freedom-world,1
due process,spain,2021,liberal_institution,freedomhouse_freedom-world,1
lgbt,spain,2021,liberal_rights,freedomhouse_freedom-world,1
discrimination,spain,2021,liberal_rights,freedomhouse_freedom-world,1
refugees,spain,2021,liberal_rights,freedomhouse_freedom-world,2
asylum,spain,2021,liberal_rights,freedomhouse_freedom-world,1
ombudsman,spain,2021,liberal_rights,freedomhouse_freedom-world,1
samesex,spain,2021,liberal_rights,freedomhouse_freedom-world,2
elected,germany,2018,electoral,freedomhouse_freedom-world,6
vote,germany,2018,electoral,freedomhouse_freedom-world,5
representation,germany,2018,electoral,freedomhouse_freedom-world,3
proportional representation,germany,2018,electoral,freedomhouse_freedom-world,1
elections,germany,2018,electoral,freedomhouse_freedom-world,7
disinformation,germany,2018,media,freedomhouse_freedom-world,1
media,germany,2018,media,freedomhouse_freedom-world,6
social media,germany,2018,media,freedomhouse_freedom-world,3
election,germany,2018,electoral,freedomhouse_freedom-world,5
electoral,germany,2018,electoral,freedomhouse_freedom-world,2
impartial,germany,2018,liberal_institution,freedomhouse_freedom-world,1
court,germany,2018,liberal_institution,freedomhouse_freedom-world,2
opposition parties,germany,2018,electoral,freedomhouse_freedom-world,1
gender,germany,2018,liberal_rights,freedomhouse_freedom-world,4
ethnicity,germany,2018,liberal_rights,freedomhouse_freedom-world,1
sexual orientation,germany,2018,liberal_rights,freedomhouse_freedom-world,2
women,germany,2018,liberal_rights,freedomhouse_freedom-world,4
held accountable,germany,2018,liberal_institution,freedomhouse_freedom-world,1
privacy,germany,2018,media,freedomhouse_freedom-world,1
ngos,germany,2018,participatory,freedomhouse_freedom-world,3
freedom of information,germany,2018,participatory,freedomhouse_freedom-world,1
freedom of expression,germany,2018,participatory,freedomhouse_freedom-world,1
online,germany,2018,media,freedomhouse_freedom-world,4
journalists,germany,2018,media,freedomhouse_freedom-world,1
freedom of belief,germany,2018,participatory,freedomhouse_freedom-world,1
internet,germany,2018,media,freedomhouse_freedom-world,1
censorship,germany,2018,media,freedomhouse_freedom-world,1
participation,germany,2018,participatory,freedomhouse_freedom-world,1
protest,germany,2018,participatory,freedomhouse_freedom-world,2
courts,germany,2018,liberal_institution,freedomhouse_freedom-world,2
demonstration,germany,2018,participatory,freedomhouse_freedom-world,1
unions,germany,2018,participatory,freedomhouse_freedom-world,1
free to organize,germany,2018,participatory,freedomhouse_freedom-world,1
judiciary,germany,2018,liberal_institution,freedomhouse_freedom-world,1
rule of law,germany,2018,liberal_institution,freedomhouse_freedom-world,1
due process,germany,2018,liberal_institution,freedomhouse_freedom-world,1
refugee,germany,2018,liberal_rights,freedomhouse_freedom-world,2
campaign,germany,2018,electoral,freedomhouse_freedom-world,2
protests,germany,2018,participatory,freedomhouse_freedom-world,1
strikes,germany,2018,participatory,freedomhouse_freedom-world,1
discrimination,germany,2018,liberal_rights,freedomhouse_freedom-world,1
refugees,germany,2018,liberal_rights,freedomhouse_freedom-world,1
islamization,germany,2018,liberal_rights,freedomhouse_freedom-world,1
asylum,germany,2018,liberal_rights,freedomhouse_freedom-world,3
islamic,germany,2018,liberal_rights,freedomhouse_freedom-world,1
antidiscrimination,germany,2018,liberal_rights,freedomhouse_freedom-world,1
samesex,germany,2018,liberal_rights,freedomhouse_freedom-world,2
minors,germany,2018,liberal_rights,freedomhouse_freedom-world,1
elected,slovenia,2018,electoral,freedomhouse_freedom-world,3
election,slovenia,2018,electoral,freedomhouse_freedom-world,2
elections,slovenia,2018,electoral,freedomhouse_freedom-world,4
ethnic,slovenia,2018,liberal_rights,freedomhouse_freedom-world,1
minorities,slovenia,2018,liberal_rights,freedomhouse_freedom-world,2
impartial,slovenia,2018,liberal_institution,freedomhouse_freedom-world,1
electoral,slovenia,2018,electoral,freedomhouse_freedom-world,2
participated,slovenia,2018,participatory,freedomhouse_freedom-world,1
roma,slovenia,2018,liberal_rights,freedomhouse_freedom-world,2
women,slovenia,2018,liberal_rights,freedomhouse_freedom-world,4
campaigns,slovenia,2018,electoral,freedomhouse_freedom-world,1
court,slovenia,2018,liberal_institution,freedomhouse_freedom-world,5
journalists,slovenia,2018,media,freedomhouse_freedom-world,2
union,slovenia,2018,participatory,freedomhouse_freedom-world,3
free to express,slovenia,2018,participatory,freedomhouse_freedom-world,1
defamation,slovenia,2018,media,freedomhouse_freedom-world,3
prosecutor,slovenia,2018,liberal_institution,freedomhouse_freedom-world,1
ngos,slovenia,2018,participatory,freedomhouse_freedom-world,1
unions,slovenia,2018,participatory,freedomhouse_freedom-world,2
strike,slovenia,2018,participatory,freedomhouse_freedom-world,1
judiciary,slovenia,2018,liberal_institution,freedomhouse_freedom-world,2
courts,slovenia,2018,liberal_institution,freedomhouse_freedom-world,1
impartially,slovenia,2018,liberal_institution,freedomhouse_freedom-world,1
independent judiciary,slovenia,2018,liberal_institution,freedomhouse_freedom-world,1
prosecutors,slovenia,2018,liberal_institution,freedomhouse_freedom-world,1
rule of law,slovenia,2018,liberal_institution,freedomhouse_freedom-world,1
ombudsman,slovenia,2018,liberal_rights,freedomhouse_freedom-world,1
human rights,slovenia,2018,liberal_rights,freedomhouse_freedom-world,1
discrimination,slovenia,2018,liberal_rights,freedomhouse_freedom-world,2
lgbt,slovenia,2018,liberal_rights,freedomhouse_freedom-world,1
sexual orientation,slovenia,2018,liberal_rights,freedomhouse_freedom-world,1
samesex,slovenia,2018,liberal_rights,freedomhouse_freedom-world,2
elected,greece,2021,electoral,freedomhouse_freedom-world,5
elections,greece,2021,electoral,freedomhouse_freedom-world,11
electoral,greece,2021,electoral,freedomhouse_freedom-world,4
votes,greece,2021,electoral,freedomhouse_freedom-world,1
majority of seats,greece,2021,electoral,freedomhouse_freedom-world,1
representation,greece,2021,electoral,freedomhouse_freedom-world,2
campaigning,greece,2021,electoral,freedomhouse_freedom-world,1
voting,greece,2021,electoral,freedomhouse_freedom-world,1
vote,greece,2021,electoral,freedomhouse_freedom-world,3
participated,greece,2021,participatory,freedomhouse_freedom-world,1
minority,greece,2021,liberal_rights,freedomhouse_freedom-world,3
muslim,greece,2021,liberal_rights,freedomhouse_freedom-world,2
ethnic,greece,2021,liberal_rights,freedomhouse_freedom-world,2
women,greece,2021,liberal_rights,freedomhouse_freedom-world,5
participation,greece,2021,participatory,freedomhouse_freedom-world,1
access to information,greece,2021,participatory,freedomhouse_freedom-world,1
press,greece,2021,media,freedomhouse_freedom-world,1
defamation,greece,2021,media,freedomhouse_freedom-world,1
online,greece,2021,media,freedomhouse_freedom-world,1
news,greece,2021,media,freedomhouse_freedom-world,1
media,greece,2021,media,freedomhouse_freedom-world,2
journalists,greece,2021,media,freedomhouse_freedom-world,1
protests,greece,2021,participatory,freedomhouse_freedom-world,4
freedom of religion,greece,2021,participatory,freedomhouse_freedom-world,1
church,greece,2021,liberal_rights,freedomhouse_freedom-world,1
discrimination,greece,2021,liberal_rights,freedomhouse_freedom-world,4
asylum,greece,2021,liberal_rights,freedomhouse_freedom-world,9
political opposition,greece,2021,electoral,freedomhouse_freedom-world,1
freedom of assembly,greece,2021,participatory,freedomhouse_freedom-world,1
demonstrators,greece,2021,participatory,freedomhouse_freedom-world,2
protesting,greece,2021,participatory,freedomhouse_freedom-world,1
demonstration,greece,2021,participatory,freedomhouse_freedom-world,1
protest,greece,2021,participatory,freedomhouse_freedom-world,1
demonstrations,greece,2021,participatory,freedomhouse_freedom-world,2
judge,greece,2021,liberal_institution,freedomhouse_freedom-world,2
ngos,greece,2021,participatory,freedomhouse_freedom-world,5
unions,greece,2021,participatory,freedomhouse_freedom-world,2
protested,greece,2021,participatory,freedomhouse_freedom-world,2
opposition parties,greece,2021,electoral,freedomhouse_freedom-world,1
ngo,greece,2021,participatory,freedomhouse_freedom-world,1
strike,greece,2021,participatory,freedomhouse_freedom-world,1
union,greece,2021,participatory,freedomhouse_freedom-world,2
judiciary,greece,2021,liberal_institution,freedomhouse_freedom-world,1
judges,greece,2021,liberal_institution,freedomhouse_freedom-world,2
arbitrary arrest,greece,2021,liberal_institution,freedomhouse_freedom-world,1
court,greece,2021,liberal_institution,freedomhouse_freedom-world,1
churches,greece,2021,liberal_rights,freedomhouse_freedom-world,1
equality before the law,greece,2021,liberal_institution,freedomhouse_freedom-world,1
refugees,greece,2021,liberal_rights,freedomhouse_freedom-world,5
lgbt,greece,2021,liberal_rights,freedomhouse_freedom-world,1
legal framework,greece,2021,liberal_institution,freedomhouse_freedom-world,1
courts,greece,2021,liberal_institution,freedomhouse_freedom-world,2
islamic,greece,2021,liberal_rights,freedomhouse_freedom-world,1
gender,greece,2021,liberal_rights,freedomhouse_freedom-world,2
samesex,greece,2021,liberal_rights,freedomhouse_freedom-world,1
elected,kosovo,2018,electoral,freedomhouse_freedom-world,6
elections,kosovo,2018,electoral,freedomhouse_freedom-world,7
vote,kosovo,2018,electoral,freedomhouse_freedom-world,1
election,kosovo,2018,electoral,freedomhouse_freedom-world,2
opposition parties,kosovo,2018,electoral,freedomhouse_freedom-world,1
the opposition,kosovo,2018,electoral,freedomhouse_freedom-world,1
campaign,kosovo,2018,electoral,freedomhouse_freedom-world,1
minority,kosovo,2018,liberal_rights,freedomhouse_freedom-world,4
electoral,kosovo,2018,electoral,freedomhouse_freedom-world,1
participation,kosovo,2018,participatory,freedomhouse_freedom-world,2
representation,kosovo,2018,electoral,freedomhouse_freedom-world,1
ethnic,kosovo,2018,liberal_rights,freedomhouse_freedom-world,3
parliamentary seats,kosovo,2018,electoral,freedomhouse_freedom-world,1
women,kosovo,2018,liberal_rights,freedomhouse_freedom-world,8
gender,kosovo,2018,liberal_rights,freedomhouse_freedom-world,2
voting,kosovo,2018,electoral,freedomhouse_freedom-world,1
contested,kosovo,2018,electoral,freedomhouse_freedom-world,1
mandates,kosovo,2018,electoral,freedomhouse_freedom-world,1
courts,kosovo,2018,liberal_institution,freedomhouse_freedom-world,5
press,kosovo,2018,media,freedomhouse_freedom-world,1
media,kosovo,2018,media,freedomhouse_freedom-world,1
journalists,kosovo,2018,media,freedomhouse_freedom-world,3
freedom of religion,kosovo,2018,participatory,freedomhouse_freedom-world,1
muslims,kosovo,2018,liberal_rights,freedomhouse_freedom-world,1
protesters,kosovo,2018,participatory,freedomhouse_freedom-world,1
church,kosovo,2018,liberal_rights,freedomhouse_freedom-world,1
islamic,kosovo,2018,liberal_rights,freedomhouse_freedom-world,1
muslim,kosovo,2018,liberal_rights,freedomhouse_freedom-world,1
free to express,kosovo,2018,participatory,freedomhouse_freedom-world,1
roma,kosovo,2018,liberal_rights,freedomhouse_freedom-world,2
lgbt,kosovo,2018,liberal_rights,freedomhouse_freedom-world,2
demonstrations,kosovo,2018,participatory,freedomhouse_freedom-world,2
freedom of assembly,kosovo,2018,participatory,freedomhouse_freedom-world,1
protests,kosovo,2018,participatory,freedomhouse_freedom-world,1
demonstrators,kosovo,2018,participatory,freedomhouse_freedom-world,1
ngos,kosovo,2018,participatory,freedomhouse_freedom-world,3
civil society,kosovo,2018,participatory,freedomhouse_freedom-world,1
unions,kosovo,2018,participatory,freedomhouse_freedom-world,2
union,kosovo,2018,participatory,freedomhouse_freedom-world,2
judiciary,kosovo,2018,liberal_institution,freedomhouse_freedom-world,2
judges,kosovo,2018,liberal_institution,freedomhouse_freedom-world,2
prosecutors,kosovo,2018,liberal_institution,freedomhouse_freedom-world,1
court,kosovo,2018,liberal_institution,freedomhouse_freedom-world,2
discrimination,kosovo,2018,liberal_rights,freedomhouse_freedom-world,2
sexual orientation,kosovo,2018,liberal_rights,freedomhouse_freedom-world,1
legal framework,kosovo,2018,liberal_institution,freedomhouse_freedom-world,1
ngo,kosovo,2018,participatory,freedomhouse_freedom-world,1
elected,ukraine,2022,electoral,freedomhouse_freedom-world,6
election,ukraine,2022,electoral,freedomhouse_freedom-world,10
vote,ukraine,2022,electoral,freedomhouse_freedom-world,5
votes,ukraine,2022,electoral,freedomhouse_freedom-world,2
representation,ukraine,2022,electoral,freedomhouse_freedom-world,5
proportional representation,ukraine,2022,electoral,freedomhouse_freedom-world,1
elections,ukraine,2022,electoral,freedomhouse_freedom-world,12
the opposition,ukraine,2022,electoral,freedomhouse_freedom-world,1
voting,ukraine,2022,electoral,freedomhouse_freedom-world,4
votebuying,ukraine,2022,electoral,freedomhouse_freedom-world,3
electoral,ukraine,2022,electoral,freedomhouse_freedom-world,5
plurality,ukraine,2022,electoral,freedomhouse_freedom-world,2
contesting,ukraine,2022,electoral,freedomhouse_freedom-world,1
parliamentary seats,ukraine,2022,electoral,freedomhouse_freedom-world,1
campaigns,ukraine,2022,electoral,freedomhouse_freedom-world,1
campaign,ukraine,2022,electoral,freedomhouse_freedom-world,1
participation,ukraine,2022,participatory,freedomhouse_freedom-world,2
women,ukraine,2022,liberal_rights,freedomhouse_freedom-world,7
ethnic,ukraine,2022,liberal_rights,freedomhouse_freedom-world,1
minority,ukraine,2022,liberal_rights,freedomhouse_freedom-world,3
discrimination,ukraine,2022,liberal_rights,freedomhouse_freedom-world,8
roma,ukraine,2022,liberal_rights,freedomhouse_freedom-world,2
